id,id_tipo_propiedad,descripcion,habitaciones,banos,dimension_propiedad,dimension_terreno,direccion,direccion_2,id_comuna,id_provincia,id_region,id_antiguedad,year,gastos_comunes,piso,estacionamientos,amoblado,cantidad_caracteristicas,precio_en_uf
4726689,2,"Cercana a comercio, 1 cuadra del líder, 3 del Metro y Mall plaza Egaña. 

Sector seguro en un edificio con entrada seguridad 24/7. 2 dormitorios, 1 en suite con walking Closet muy amplio más terraza pequeña. 
1 baño con conexión lavadora
Cocina america full equipada con encimera moderna. 
Living  con salida a terraza
1 estacionamiento subterraneo
1bodega

Piso flotante impecable y Porcelanato. Calefactores.  Buenas Terminaciones. 

Año 2013 de construcción. 
Gastos comunes 60.000
Contribuciones 55.000 aprox. 

REAL OPORTUNIDAD
",2,1,42.0,46.0,Francisco de Villagra 127. Ñuñoa,<null>,294,43,13,2,2013.0,60000.0,3.0,1.0,f,24.0,3990.0
4690027,2,"Departamento casi nuevo 2015 todavía tiene garantía de la constructora, excelentes terminaciones, cocina con logia, horno y microondas marca fragor, porcelanato en baños y cocina, granito, calefacción inteligente, radiadores son acumuladores de energía. Gastos comunes bajos $115.000, El departamento tiene dos dormitorios con alfombra carpenter, dos baños uno en suite con walking closet, y una gran cocina con muebles granito ébano, cierre inteligente, los baños con wc silencioso, piso flotante en recibos y hall de entrada, el depto tiene dos estacionamientos y una bodega y se encuentra en un condominio muy bien equipado con dos piscinas, dos gimnasios, áreas verdes, estacionamiento para visitas sala de eventos , quinchos en azoteas con vista, consejerías 24/7 full seguridad y responsabilidad en entrada y salida de vehículos.  guardia en la puerta, excelente administración.
",2,2,80.0,88.0,SAN JOSE DE LA SIERRA / LAS CONDES,Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,90000.0,,2.0,f,,6590.0
4332439,2,"Precioso departamento en exclusivo condominio en el sector de Pdte Riesco y Las Torcazas. Cercano a todo tipo de servicios y comodidades. Tiene un amplio hall de acceso, living y comedor separados, estar, buena cocina, lavadero, servicios, baño de visit",3,4,260.0,0.0,"Las Torcazas , 199 departamento 42",Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,0.0,,3.0,f,,23900.0
4453945,1,"VISITA TU NUEVA CASA!!!!!!! Condominio Santa María I, Chamisero Bellisima ,moderna y luminosa casa estilo Mediterráneo, orientación nororiente ,muy poco uso . La casa se encuentra en condominio con seguridad 24/7, acceso controlado, a pasos del Jumbo Chamisero , cercana a Tottus, Colegio Alianza Francesa, Dunalastair , Lincol. ,Excelente conectividad con autopista nororiente. PRIMER PISO Living- comedor separados en desnivel, dormitorio principal en suite con walking closet ,pequeño dormitorio o escritorio ,baño de visitas,cocina equipada,comedor de diario,pieza y baño de sevicio, espacio para lavandería, gran espacio techado con espaciosos closets, posible de utilizar como un estar, sala de juego o gimnasio etc. con salida a Jardín y bodega externa. SEGUNDO PISO Espacioso estar, Dormitorio en suite con walking closet, dos cómodos dormitorios, amplio baño. CARACTERÍSTICAS INTERIORES Hall de entrada , baños y cocina con piso de porcelanato, living-comedor estar y dormitorios con piso flotante, termo panel en todas las ventanas,Calefacción por radiadores en toda la casa, alarma, caldera, excelentes terminaciones . CARACTERÍSTICAS EXTERIORES Piscina con luces con control remoto, terraza techada, hermoso jardín, estacionamiento para 3 autos GASTOS COMUNES: $ 130.000 aprox. CONTRIBUCIONES: $312.000 aprox. Metraje aprox. incluye ampliación CONTACTAR A : SILVANA NÚÑEZ,  - (Para consultas puedes escribirnos en el formulario de contacto).",5,5,200.0,510.0,"Av. Santa María, Portal Santa María I, Chamisero, Colina",Colina                                                                                                                                                                                                                                                         ,310,45,13,2,0.0,130000312.0,,1.0,f,,11250.0
5260238,2,"Luminoso y Amplio Departamento, con excelente orientación y conectividad privilegiada. Cercano a tiendas, parques y supermercados. Bodega y Estacionamiento.",2,2,50.0,50.0,Lord Cochrane 1000,Santiago                                                                                                                                                                                                                                                       ,275,43,13,2,0.0,70000.0,,1.0,f,,3050.0
5456297,1,"Hermosa casa estilo Mediterráneo en desnivel, en comunidad con con guardias en acceso. Barrio muy tranquilo y seguro.<br /><br /><br />Esta casa cuenta con mejoras realizadas como:<br /><br />- Piscina nueva con bomba de filtro y luces en su interior.<br />- Quincho de concreto con parrilla y horno de acero inoxidable y cañería.<br />- Cortinas de tela incluidas<br />- Lámparas iluminación Led<br />- 4 cámaras de vigilancia internas con software.<br />- Regado automático.<br />- Mallas de seguridad en terraza segundo piso.<br />- Protecciones en puertas para acceso a piscina.<br />- Alarma en entrada y patio, con varios censores dentro de la casa.<br />- Aire acondicionado en ambos pisos.<br /><br />Vista panorámica de oriente a poniente, con entrada de luz durante todo el día en el patio he interiores de la casa. Grandes ventanales con vista al patio.<br /><br />Entrada de la casa por acceso sur y termina hacia el norte con portón que colinda con paseo peatonal iluminado plaza de juegos.<br /><br />Acceso a los cerros colindantes para deportes como MotoCross, Mountain Bike, Trekking, etc.<br /><br />3 dormitorios, principal en suite y walk-in closet, 3 baños, sala de estar, living y comedor independientes, amplia cocina amoblada equipada con encimera, campana y horno eléctrico, con comedor de diario. Además incluye un 4to dormitorio de servicio con baño.<br /><br /><br />Cuenta con locomoción directa a metro pajaritos, 6 minutos en vehículo al aeropuerto internacional, 20 minutos del centro de santiago, acceso directo a ruta 68.",4,4,135.0,344.0,Lomas de Lo aguirre,Pudahuel                                                                                                                                                                                                                                                       ,298,43,13,2,0.0,0.0,,2.0,f,,6928.0
4396072,2,"Departamento en Venta en Providencia de 3 dormitorios, 2 baños de 108/114 m2., RICARDO LYON/DIEGO DE ALMAGRO

Cómodo y luminoso departamento con vista despejada hacia la cordillera. Dos cómodas terrazas, una en living comedor, otra en dormitorio principal. Con estacionamiento y bodega.

Cercano a supermercado Lider, Unimarc, farmacias, parque Inés de Suárez, plaza Pedro de Valdivia, Sede Universidad Católica(diagonal oriente), universidad Finis Terrae, a principales vías como Los Leones, Pedro de Valdivia, Fco. Bilbao.",3,2,108.0,114.0,RICARDO LYON 2512,<null>,297,43,13,2,2005.0,110000.0,5.0,1.0,f,11.0,6950.0
4671468,2,"Excelente departamento IMPECABLE, con orientación NOR-ORIENTE en residencial ubicación de Providencia.
Amplio living comedor, luminoso, con terraza incorporada (se puede revertir y volver a dejarla como terraza tradicional). Cocina amoblada con loggia.

Tres dormitorios, principal en suite, dos baños completos.

Un estacionamiento y una bodega.

Edificio con áreas verdes, conserjería las 24 horas, estacionamientos de visita, ascensores, lavandería.

OPORTUNIDAD!",3,2,80.0,83.0,"LUIS THAYER OJEDA, NOR ORIENTE",Providencia                                                                                                                                                                                                                                                    ,297,43,13,2,0.0,98000.0,,1.0,f,,5480.00000729636
4419967,2,"Grupo Premium tiene para ti una oportunidad única: CESIÓN DE PROMESA DEPARTAMENTO NUEVO. NE 9.305 Si tienes una Aprobación Bancaria con 90% de financiamiento, pagas 866 UF de PIE. Lo cual representa el 20% del valor de la cesión. El valor de venta de esta Cesión es 4.330, 09 UF. Valor actual directo en el proyecto es 4.464,01 UF. Y sigues ganando plusvalia y rentabilizando tu inversión. Hasta la entrega estimada del proyecto en el primer semestre 2019. Se destacan: 1 Departamentos de 52,09 m2 mas 7,96 m2 de terraza. En el Edificio EcoItalia C , pisos 19, Orientación Oriente con bodega y estacionamiento techado. Puerta de acceso enchapada en madera, Vanitorio con cubierta de porcelánico vitrificado en baños, Encimera de Vitrocerámica, Piso Fotolaminado, Grés Porcelánico en cocina, Baños, y terrazas, Ventanas de Aluminio anodizado titanio. Metros aproximados informados por el dueño, a corroborar en tasación bancaria. Áreas Comunes: Hall de acceso con doble altura, sala multiuso por edificio con doble altura. Salón multiusos, lavaderia en cada edificio, Piscina, Sala de primeros auxilios, Gimnacio equipado, Quinchos, Calderas de condensación de alta eficiencia, sistema de calefacción eléctrico. Entorno cercano a Metro Irarrázaval nuevo polo de desarrollo comercial y laboral, Interconectividad de multiples polos gracias al metro, como también a supermercados, colegios, restoranes, supermercados, jardin infantil y servicios en general que harán de tu vida algo más simple en un lugar para ti. Si te interesa continuar con la gestión, solicitaremos tus antecedentes para gestionar tu próximo crédito hipotecario (trabajamos con todos los bancos), y si ya lo tienes agradecemos nos envíes el contacto de tu Ejecutivo de Cuentas. Si necesitas más información no dudes en contactarme: Nepross Escalona + . Tu Agente Inmobiliario e Inversiones. Mail - (Para consultas puedes escribirnos en el formulario de contacto).",2,2,52.09,60.05,CESIÓN DE PROMESA DEPARTAMENTO NUEVO,Ñuñoa                                                                                                                                                                                                                                                          ,294,43,13,2,0.0,0.0,,1.0,f,,866.0
4761780,1,"Estupenda, dentro de condominio cerrado con conserje 24/7, 160/243, proxima a Av. Quebrada de Macul, buen entorno. Coordinar visitas con CataHall de entrada, living y comedor juntos con salida a patio posterior, 4 dormitorios, principal en suite con walk in closet, baño de visitas, amplia cocina amoblada y equipada con campana, encimera y horno, comedor de diario, patio de servicio, acogedora terraza techada, buen quincho, piscina. Segundo piso: estar, 2 dormitorios de buen tamaño, baño completo. La casa se vende amoblada, bajos gastos comunes $ 40.000, condominio ful equipado con lindas áreas verdes, plaza, juegos infantiles y muchas seguridad. - (Para consultas puedes escribirnos en el formulario de contacto).",4,3,160.0,243.0,Quebrada de Macul - Casas del Alba,Peñalolén                                                                                                                                                                                                                                                      ,296,43,13,2,0.0,40000.0,,0.0,f,,7000.0
4661582,1,"Se Vende Casa Aislada 2 pisos en Cumbres de la Viña, Rojas Magallanes.
Exclusivo Barrio de La Florida, residencial y tranquilo.

LA CASA CUENTA CON:
-Hall de entrada.
-Amplio y Luminoso Living comedor
-Cómoda Cocina Tradicional, amoblada y equipada con cocina, horno y campana.
- Comedor de diario. 
- 5 Amplios dormitorios, todos con closet y Principal en suite. 
- 4 baños en perfecto estado, con ventilación Natural.
- Sala de estar en segundo piso.
- Ante jardín con entrada para 2 vehículos.
-Logia con conexión a lavadora.
- Patio con Piscina y terraza techada.
- Persianas exteriores de seguridad.
-140 mts2 construidos.
-280 mts2 terreno.
-Precio de venta 192.000.000
Visitas llamar al Celular
Inicia Propiedades.

",5,4,140.0,280.0,"rojas magallanes, la florida",<null>,284,43,13,2,,,2.0,2.0,f,17.0,6990.22424420931
5246993,2,"Vicuña Mackenna/Antonio Secchi. Departamento ubicado en piso 25, con vista despejada a la cordillera. @¬Ideal para inversión con rentabilidad sobre el 6% anual. Cuenta con 27/28 M2 aprox/ Living-comedor con cocina americana, 1 dormitorio con baño en suite. Termopanel, Termo eléctrico y conexión para lavadora. @¬El edificio está equipado con piscina, juegos infantiles, bicicletero, lavandería, gimnasio, salón de eventos, quinchos, estacionamientos de visita y acceso controlado. @¬Gasto común aproximado $35.000 @¬Metrajes sujetos a confirmación, son aproximados y proporcionados por el dueño.. Gloreina Liseth Aquino Tel. +56 2 2383 6060 / +569 8187 7072",1,1,27.0,28.0,Metro Irarrázaval - Vicuña Mackenna/Antonio Secchi,Santiago                                                                                                                                                                                                                                                       ,275,43,13,2,0.0,0.0,,0.0,f,0.0,1750.0
5504883,2,"Excelente departamento amplio, remodelado, segundo piso, torre interior al parque, buena orientación, norte, living comedor juntos, tres dormitorios cocina encimera, equipada granito, cerámica en murallas y piso, horno empotrado, loggia. El edificio cuenta con piscina, salas de eventos, estacionamiento y bodega, jardines y juego de niños.",3,2,76.0,87.0,SALVADOR BILBAO,Providencia                                                                                                                                                                                                                                                    ,297,43,13,2,0.0,114000.0,,0.0,f,,6490.00000715476
5398671,1,"Amplia casa en venta con 1225 mts2 de terreno y 190 mts2 construidos, orientación poniente. De 1 piso, solida, construida en 1997, en condominio, aislada.Cuenta amplio living-comedor separado con piso de cerámica. Todas las ventanas de la casa de termopanel. Cocina con piso cerámico, cocina encimera, horno empotrado, campana y despensa. 4 dormitorios con closet y piso flotante. 3 baños, 2 en suite. Loggia y amplia sala de estar. En el exterior cuenta con estacionamiento con espacio para 8 autos. Gran patio trasero con amplias áreas verdes, terraza, piscina y juegos para niños.Propiedad ubicada en sector residencial consolidado dentro de condominio. Cercano a colegios, restaurantes, bencineras, supermercados y locomoción colectiva.",4,3,190.0,1225.0,Las Pircas / Quilin,Peñalolén                                                                                                                                                                                                                                                      ,296,43,13,2,1997.0,15000.0,,0.0,f,,13400.0
4468135,2,"Amplio departamento de 134 metros totales en Providencia a pasos de Metro Salvador y Avenida Eliodoro Yañez.

Cuenta con 3 dormitorios, 3 baños, cocina tradicional amoblada, logia, más pieza de servicio, amplio living comedor con salida a terraza con vista norte hacia el Cerro San Cristobal.

No tiene estacionamiento ni bodega.

Gastos comunes $100.000 aproximados.
Contribuciones $53.000 trimestral aproximados.

Edificio antiguo de sólo 5 pisos, con gran ubicación.

Más información  / + /  + /  + - (Para consultas puedes escribirnos en el formulario de contacto).",3,3,124.0,134.0,AVENIDA PROVIDENCIA / METRO SALVADOR,Providencia                                                                                                                                                                                                                                                    ,297,43,13,2,0.0,100000.0,,0.0,f,1.0,6675.52846109735
4833193,2,"Vendo Bonito y amplio departamento, cercano a parque los reyes; supermercados; colegios; universidad. Accesos controlados por guardias y conserjes las 24 horas, cuenta con piscina, áreas verdes, sala multiuso, citófono, estacionamiento de visitas, portón eléctrico. Descripción de la propiedad Ubicado en piso 8 orientación Norte , cuenta con 3 dormitorios, 2 baños , loving closet, comedor y cocina, terraza con vista despejada. Datos relevantes Cocina independiente amoblada , extractor de olores , comedor de diario y logia. Pisos Dormitorios: Flotante Cocina: Cerámica Baños: Cerámica Extras 1 Estacionamiento 1 Bodega.",3,2,78.0,98.0,cumming,Santiago                                                                                                                                                                                                                                                       ,275,43,13,2,0.0,50000.0,,0.0,f,,3800.0
4318539,2,"Departamento en venta con orientación norponiente en el segundo piso. Hall de entrada, Living-comedor juntos con salida a terraza en L hacia todos los dormitorios, tres dormitorios de buen tamaño, dos baños completos y ciegos, pieza de servicio, cocina equipada y amoblada con logia. Cuenta además con un estacionamiento techado y bodega. Conserjería las 24 hrs del día. Necesita ser remodelado cocina y baños.",3,2,105.0,123.0,Luis Thayer Ojeda / Pocuro,Providencia                                                                                                                                                                                                                                                    ,297,43,13,2,0.0,0.0,,1.0,f,,6700.0
4761383,2,"Real Oportunidad

Estupendo departamento del año 2013 ubicado Frente al Cine Hoyts y Metro Simón Bolivar. 
Sin Ruido, Nor poniente, piso medio. 
Hall de entrada, Livimg comedor juntos con salida a terraza, escritorio, tres dormitorios, principal en suite con walkling closet, baño completo. 
Cocina con comedor de diario y logia. 
Dos estacionamientos en tandem
Bodega.
Edificio full con áreas verdes, sala de eventos, juegos infantiles, piscina, gimnasio, quinchos y estacionamientos de visitas.

Metraje es aproximado y entregado por el dueño.",3,2,90.0,97.0,AV. OSSA ,<null>,294,43,13,2,2013.0,,6.0,2.0,f,15.0,6900.0
4117674,2,<null>,2,2,59.02,60.51,Nataniel Cox 655,<null>,275,43,13,1,,,4.0,,<null>,0.0,4065.79
4578824,2,<null>,1,1,58.96,78.09,Eduardo de la Barra 1445,<null>,297,43,13,1,,,4.0,,<null>,0.0,5952.0
4344597,2,"COD: BL | SE VENDE DEPARTAMENTO EN SANTIAGO
SECTOR SECTOR ROSAS- MANUEL RODRIGUEZ
*PRECIO VENTA: UF 2100
*DESCRIPCIÓN : UN DORMITORIOS + UN BAÑO



Hermoso departamento cercano a colegios, universidades, farmacias cercano a estación de metro Santa Ana

Detalles:
* 1 dormitorio
* 1 baño
* Cocina americana 
* 31 MTS
* Instalación de lavadora
* Terraza
* Gastos Comunes incluyen agua caliente $55.000

Areas comunes de edificio
* Piscina
* Quincho
* Gimnasio
* Bicicletero

Interesados envíe mail o ingrese a contáctenos de nuestra web para coordinación de visita 
* Nombre 
* Celular
* Rut 
 |  - (Para consultas puedes escribirnos en el formulario de contacto).",1,1,31.0,0.0,COD:BL | SECTOR ROSAS- MANUEL RODRIGUEZ,Santiago                                                                                                                                                                                                                                                       ,275,43,13,2,0.0,55000.0,,0.0,f,,2099.93282616537
3946670,2,"VENDO $ 87.000.000.- Cómodo departamento con vista oriente, de 2 ambientes, baño en suite, living, cocina americana y balcón, incluye bodega. Edificio moderno y seguro cuenta con , piscina panorámica, sala multiuso, gimnasio equipado y lavandería. Cercano a estación de metro Los Leones, en pleno centro de Providencia, a pasos de restoranes y centros comerciales. Interesados llamar en horario de oficina (lunes a viernes desde las 9:30 hasta las 18:00 horas)				
",1,1,30.0,36.0,"Suecia, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",<null>,297,43,13,2,,65000.0,,,f,16.0,3238.26844203183
4008458,1,"En  condominio,  hall de entrada,  amplio living comedor juntos, cocina remodelada  con cocina encimera, horno, microondas,  comedor de diario, servicios + baño,  segundo piso;  dormitorio principal en suite con ventana y linda terraza, 3 dormitorios + baño con ventana,  agradable patio con parrón, piscina,  riego automático, portero eléctrico, barrio consolidado, tranquilo, cercano a parques, plazas, ciclovías, metro Inés de Suarez.. Constanza Cares  - (Para consultas puedes escribirnos en el formulario de contacto).",4,3,140.0,260.0,Metro Inés de Suárez,Providencia                                                                                                                                                                                                                                                    ,297,43,13,2,0.0,0.0,,0.0,f,,10372.0452636055
4437263,2,"METRO FRANCISCO BILBAO OPORTUNIDAD!!! ¿BUSCAS UN DEPARTAMENTO CON POCO USO Y METRAJE SUPERIOR A OTROS DEL SECTOR? PROUBE lo tiene para tí, Departamento 3ºPiso, orientación Nor-Oriente, amplia terraza, bien distribuido, y vista despejada a Tobalaba. 3 dormitorios, 2 baños, bodega y estacionamiento. Areas comunes: Areas verdes, juegos infantiles, piscina, y sala de eventos. Condominio cerrado con conserjería. Karin Aguila/. Conectividad: Metro Francisco Bilbao y Principe de Gales . - (Para consultas puedes escribirnos en el formulario de contacto).",3,2,96.0,108.0,coventry 1934,ñuñoa                                                                                                                                                                                                                                                          ,294,43,13,2,0.0,0.0,,1.0,f,0.0,6500.0
4714469,2,"Departamento recién remodelado, en piso 14, ubicado en Ricardo Cumming #1350, comuna de Santiago.

La zona donde está ubicada esta propiedad es realmente privilegiada, con excelente conectividad y variado equipamiento comercial, cultural y habitacional, donde se mezclan los diferentes mercados que hacen de este sector un lugar ideal para vivir.

Programa

• Living Comedor
• Cocina amoblada
• 3 dormitorios (el principal en suite con closet,los otros dos con walking closet)
• 2 baños completos
• Terraza

Edificio cuenta con hall de doble altura, piscina, gimnasio equipado, sala eventos, lavandería equipada con funcionamiento 24 horas, estacionamientos de visitas. Accesos controlados por circuito cerrado de TV.

Favor coordinar visitas a través de correo electrónico (indicando nombre, teléfono celular, dirección de la propiedad que aparece en el titulo del aviso y disponibilidad de horario para visitar)",3,2,76.0,80.0,"Moneda / Ricardo Cumming, Avenida Ricardo Cumming, Barrio Brasil, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370136, Chile",<null>,275,43,13,2,,,,,<null>,0.0,3000.0
4242537,2,<null>,2,2,55.1,63.74,San Ignacio De Loyola 4250,<null>,304,43,13,1,,,3.0,,<null>,0.0,2838.0
4319123,2,"Américo Vespucio/Latadía. Año 2014. Excelente estado.106/120m2.  Tres dormitorios, dos baños completos y baño de visita. Dormitorio principal con salida a terraza, walk in closet y baño con luz natural. Living/comedor juntos con terraza. Cocina amoblada y equipada con cocina, horno y microondas. Loggia. Estacionamiento en primer piso techado y bodega. Todas las ventanas del dpto. con termopanel.  Edificio cuenta con sala de eventos, jardín y estacionamientos de visita. A pasos de Jumbo Bilbao. Excelente conectividad. María Verónica Smart  - (Para consultas puedes escribirnos en el formulario de contacto).",3,2,106.0,120.0,Jumbo Bilbao - Latadía/Américo Vespucio,Las Condes                                                                                                                                                                                                                                                     ,288,43,13,2,0.0,0.0,,1.0,f,,8200.0
4574736,2,<null>,2,2,80.6,87.45,Roberto del Río 1084,<null>,297,43,13,1,,,5.0,,<null>,0.0,8468.0
3794909,2,<null>,3,3,138.79,174.87,Pocuro 2480,<null>,297,43,13,1,,,,,<null>,0.0,15920.0
5261804,2,"Excelente departamento a pasos de Alonso de Cordova, en impecable estado y con 2 amplias terrazas. Visitas contactar a ANA REQUESENS WhatsappDISTRIBUCION: Hall de entrada, living y comedor con salida a una terraza. Cocina equipada , loggia . El departamento tenía 2 dormitorios y actualmente están unidos y forman un gran dormitorio (se puede volver a su estado original), ambos con salida a otra terraza muy grande. Tiene 2 baños. 2 ESTACIONAMIENTOS EN LINEA, una bodega. Gastis comunes. Edificio del año 2008, tiene una piscina, sala eventos y varios estacionamientos de visita. Excelente conectividad con la Avda Kennedy y Costanera Norte, cercano a locomoción colectiva por Vitacura y a pasos de exclusivo barrio Alonso de Cordova, - (Para consultas puedes escribirnos en el formulario de contacto).",2,2,75.0,95.0,Ciruelillo,Vitacura                                                                                                                                                                                                                                                       ,306,43,13,2,0.0,140000.0,,2.0,f,,8700.0
4251604,2,"TELCONF PROPIEDADES // Gran departamento orientación Sur-poniente a 1 cuadra de la nueva estación Metro Estadio Nacional. Se distribuye en 3 dormitorios, 1 baño, cocina separada y lavadero. Gran conectividad al resto de la ciudad por avenidas Grecia y Pedro de Valdivia y fácil acceso a la línea 6 del Metro y a sólo minutos del Mall Portal Ñuñoa. Agenda tu visita ahora  - (Para consultas puedes escribirnos en el formulario de contacto).",2,1,62.0,62.0,Los tres Antonios con Grecia,Ñuñoa                                                                                                                                                                                                                                                          ,294,43,13,2,0.0,0.0,,0.0,f,,2948.29030487902
4329010,1,"4d + 4b + servicios + sala de estar + gran cocina + piscina , 139 /387 mt2.

En sector residencial, en lo alto de Pedro Fontova y por fuera de condominio , con potente espacio y muy acogedora, casa en venta con construcción año….., constructora  Fernández Wood.


DESCRIPCIÓN 

Casa estilo Chilena con teja a la vista, se presenta con accesos cerrados, entrada para dos vehículos, antejardín.
Porche de entrada, hall de distribución a Living y comedor separados con agradable luminosidad y salida a terraza y jardines. Piso de parque en impecable estado.
Dormitorio Principal en suite, walk in closet. Piso Parquet.
Cocina con comedor de diario, amoblada y equipada, salida a exterior.
Dormitorio de servicios, baño visitas.

2do nivel 
Media sala de estar, 2 dormitorios comodos y con closet, baño completo.
Loza para ampliación 3er dormitorio. Alfombrado.

Un muy buen patio con armonosios y comodos espacios que cuenta con piscina de 3x6  mts app.

Entorno 
Vías importantes de accesibilidad, jardín infantil, área de  servicios, Locomoción pública.

Condominio:


GC : $
Contribuciones: $ 120.000

",4,4,139.0,387.0,San Clemente de Huechuraba 8030,<null>,281,43,13,2,,,2.0,2.0,f,18.0,8400.0
4408366,1,"Hermosa casa aislada estilo Chilena en condominio, con amplio terreno en sector alto de La Florida, Alto Macul, dueña de una preciosa vista al entorno.
Se encuentra emplazada en barrio tranquilo y residencial en sector de alta plusvalía en la precordillera de Santiago.
Si te gusta la vida cerca de la naturaleza, y quisieras un amplia casa para disfrutar con tu familia pon atención: 
La propiedad cuenta con 5 dormitorios, principal en suite, 4 baños, servicio, sala de estar, cocina con comedor de diario, living comedor de amplio espacio para cada uno, amplia logia, bodega, patio de servicio.
Adicionalmente uno de los dormitorios cuenta con un balcón donde puedes maravillarte con una linda vista a la cordillera, las ventanas son de termopanel con filtro solar y las protecciones son persianas Luxaflex.
Piscina y Quincho completan un amplio jardín con terraza techada y muchos arboles siendo otro espacio ideal para compartir.
Antejardin con 2 estacionamientos con portón con control remoto.
Cercana a colegios, comercio en general y áreas verdes.
Paga 40mil pesos al año como Gastos comunes
Si esta casa es para ti... contáctanos y agenda tu visita al +56 9 81576136",5,4,160.0,380.0,camino de la plegaria 6803,<null>,284,43,13,2,,,2.0,2.0,<null>,9.0,7520.0
4770065,1,"Espectacular casa con gran terreno en condominio, hall de acceso, living comedor separados en desnivel con salida a gran jardín con terraza, amplia cocina amoblada y equipada con despensa y salida a patio de servicio que conecta con dormitorio y baño de servicio, lavadero techado y cerrado. Totalmente separados, dormitorio principal con baño completo en suite con salida a terraza , otros 2 dormitorios de muy buen tamaño y muy luminosos, otro baño completo, escritorio o dormitorio, en el jardín posterior piscina, quincho, hermosa terraza .Estacionamiento para 3 autos. Espacio para dejar autos en el pasaje muy amplio y seguro.
Conversemos su propuesta!!",5,3,141.0,500.0,"Simón Bolívar, La Reina, Provincia de Santiago, Región Metropolitana de Santiago, 7850633, Chile",<null>,287,43,13,2,,,,3.0,<null>,14.0,13019.0720339091
4325334,2,"SE ARRIENDA/VENDE: Exclusivo departamento DUPLEX SIN COMISIÓN!!!!. Entrega INMEDIATA. Emplazado en exclusivo sector residencial de Vitacura acceso por Av. Kennedy Las Tranqueras y Gerónimo de Alderete. Cerca de Parque Arauco Club Manquehue Colegio Alemán rodeado de servicios de barrio y vistas despejadas al norte y Cerro Manquehue. Primer piso amplio living comedor, dormitorio principal en suite, cocina tradicional totalmente equipada con encimera vitrocerámica, microondas y lavavajilla, loggia y espaciosa terraza de 28 m. Segundo piso 2 dormitorios 1 baño, gran estar y salida a 68 m2 de jardín, acabados de primera, estacionamientos para visitantes. Precio incluye IVA, estacionamientos disponibles para la venta desde UF 520 y bodegas UF 100 y taller con posibilidad de integrarlo al depto en UF 750. Monto de la Reserva: 1.000.000. Contactar a María Isabel Morell. - (Para consultas puedes escribirnos en el formulario de contacto).",3,2,173.0,201.0,Columbia/Fernando de Arguello,Vitacura                                                                                                                                                                                                                                                       ,306,43,13,2,2018.0,0.0,,0.0,f,,17750.0
4650430,1,"Casa de dos pisos en calle Yarur, sector Club Hípico, cercana a Metro Rondizzoni, metro Pedro Aguirre Cerda, a dos cuadras del Parque O'higgins y una del canal Chilevisión, en la comuna de Santiago.

La zona donde está ubicada esta propiedad es realmente privilegiada, barrio muy tranquilo y consolidado, con plazas y áreas verdes a su alrededor, con excelente conectividad y variado equipamiento comercial, cultural y habitacional, donde se mezclan los diferentes mercados que hacen de este sector un lugar ideal para vivir y una real oportunidad de inversión, por su valor de oferta y por su ubicación.

Programa

Primer Piso:
Patio delantero y trasero
Living
Comedor
Cocina
Despensa
Ampliaciones que se describen más abajo

Segundo Piso
Baño 
Dormitorio principal grande
Segundo dormitorio

Un estacionamiento

Ampliaciones : son de material ligero, pero en muy buen estado y bien construidos, constan de un departamento interior de 2 pisos con medio baño, más una bodega de 3 x 7 metros, que puede ser habilitada como otro departamento interior. 

Favor coordinar visitas a través de correo electrónico (indicando nombre, teléfono celular, dirección de la propiedad que aparece en el titulo del aviso y disponibilidad de horario para visitar)",2,1,88.0,115.0,"1977, Yarur, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370809, Chile",<null>,275,43,13,2,,,,,<null>,0.0,3446.75828754889
4177290,1,"Amplia casa cerca Metro Irarrazaval y a pasos de Av. Matta CARACTERÍSTICAS - 120 m2 / 130 m2 - 3 dormitorios, 1 baño - Sala de estar independiente OTROS - Año de construccion 1920 - Fachada Continua - Material Adobe y Fachada Solida de ladrillo - 2 Dormitorios mas un tercero en altillo - Cocina amoblada, cocina a gas - Cocina y comedor de diario - Patio lateral abierto - Orientacion Norte Francisco HinojosaficinaSchumacher Propiedades - (Para consultas puedes escribirnos en el formulario de contacto).",3,1,120.0,130.0,Av. Matta/Cuevas,Santiago                                                                                                                                                                                                                                                       ,275,43,13,2,0.0,0.0,,0.0,f,,4873.82567877951
4979827,2,"Excelente departamento duplex de 3 dormitorios, sala de estar, 2 baños, loggia y terraza.En sector con buena conectividad, próximo a servicios comerciales y gran equipamiento comunitario.1 estacionamiento cubierto y 1 bodega.",3,3,100.0,107.0,Lyon / Simon Bolivar,Ñuñoa                                                                                                                                                                                                                                                          ,294,43,13,2,1990.0,100000.0,,1.0,f,,8100.0
